source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split,active_learning_stage,review_id,human_observation,reviewed_label,reviewed_action,reviewer_notes
trashnet,ml/data/raw/trashnet/glass/glass16.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_236.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_538.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard53.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard398.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic300.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal354.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass135.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_562.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard7.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_243.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal214.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_474.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic334.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal403.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_372.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal340.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_170.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_609.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic233.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic57.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper266.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_319.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper85.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper41.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper396.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal154.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass264.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass63.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_48.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal220.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_129.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_176.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper114.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_58.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass72.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic171.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal257.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard143.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper492.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal244.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_381.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard90.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_356.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_315.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic404.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper115.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard215.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal196.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_469.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_175.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_180.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_809.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_174.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_227.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper53.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass83.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_116.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard76.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic261.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_425.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic52.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_246.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_280.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_154.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper188.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_337.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_75.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic88.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_380.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic402.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard300.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper288.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal27.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_318.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass43.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic285.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper476.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic270.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_442.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass7.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal104.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass321.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
