image_path,source_dataset,source_label,true_label,true_index,pred_label,pred_index,confidence,max_logit,energy,prob_cardboard,prob_glass,prob_metal,prob_paper,prob_plastic,is_correct,prediction_matches_source_label,uncertainty_score,probability_margin,uncertainty_band,selection_reason,human_review_status,human_observation,reviewed_label,reviewed_action,reviewer_notes,active_learning_rank
ml\data\raw\trashbox\glass\glass 804.jpg,trashbox,glass,glass,1,metal,2,0.33175840973854065,0.892426073551178,-1.995774269104004,0.2016455978155136,0.18840248882770538,0.33175840973854065,0.007361448369920254,0.2708320617675781,false,false,0.6682415902614594,0.060926347970962524,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,11
ml\data\raw\trashbox\plastic\plastic 332.jpg,trashbox,plastic,plastic,4,metal,2,0.3335633873939514,0.5178797841072083,-1.6158020496368408,0.11752051115036011,0.03391960263252258,0.3335633873939514,0.2090694010257721,0.3059270679950714,false,false,0.6664366126060486,0.027636319398880005,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,12
ml\data\raw\trashbox\plastic\plastic 374.jpg,trashbox,plastic,plastic,4,cardboard,0,0.33538275957107544,0.5252811908721924,-1.6177639961242676,0.33538275957107544,0.04429285600781441,0.3126140236854553,0.19637033343315125,0.1113399863243103,false,false,0.6646172404289246,0.022768735885620117,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,13
ml\data\raw\trashbox\metal\metal 300.jpg,trashbox,metal,metal,2,metal,2,0.3415515422821045,0.6444416046142578,-1.718698263168335,0.14261095225811005,0.23745983839035034,0.3415515422821045,0.25159040093421936,0.026787346228957176,true,true,0.6584484577178955,0.08996114134788513,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,14
ml\data\raw\trashbox\paper\paper 483.jpg,trashbox,paper,paper,3,metal,2,0.34344640374183655,0.7236227989196777,-1.7923470735549927,0.06348478049039841,0.19391965866088867,0.34344640374183655,0.2643314301967621,0.13481779396533966,false,false,0.6565535962581635,0.07911497354507446,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,15
ml\data\raw\trashbox\plastic\plastic 2261.jpg,trashbox,plastic,plastic,4,paper,3,0.3439818322658539,0.7303754091262817,-1.797541856765747,0.3015676736831665,0.09669112414121628,0.1912200152873993,0.3439818322658539,0.06653931736946106,false,false,0.6560181677341461,0.04241415858268738,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,16
ml\data\raw\trashbox\plastic\plastic 300.jpg,trashbox,plastic,plastic,4,metal,2,0.3451426029205322,0.8152912855148315,-1.8790888786315918,0.17226438224315643,0.16439440846443176,0.3451426029205322,0.010693971067667007,0.30750471353530884,false,false,0.6548573970794678,0.03763788938522339,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,17
ml\data\raw\trashbox\glass\glass 856.jpg,trashbox,glass,glass,1,plastic,4,0.34649592638015747,1.1408053636550903,-2.2006897926330566,0.004793619271367788,0.23552441596984863,0.2687681019306183,0.1444179117679596,0.34649592638015747,false,false,0.6535040736198425,0.07772782444953918,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,18
ml\data\raw\trashbox\glass\glass 1728.jpg,trashbox,glass,glass,1,plastic,4,0.34649592638015747,1.1408053636550903,-2.2006897926330566,0.004793619271367788,0.23552441596984863,0.2687681019306183,0.1444179117679596,0.34649592638015747,false,false,0.6535040736198425,0.07772782444953918,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,19
ml\data\raw\trashbox\plastic\plastic 1856.jpg,trashbox,plastic,plastic,4,metal,2,0.3492394983768463,1.1235592365264893,-2.1755566596984863,0.08312923461198807,0.0020881386008113623,0.3492394983768463,0.2857013940811157,0.27984166145324707,false,false,0.6507605016231537,0.06353810429573059,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,20
ml\data\raw\trashbox\metal\metal 345.jpg,trashbox,metal,metal,2,paper,3,0.351628839969635,0.9054931998252869,-1.9506723880767822,0.3235340714454651,0.07670224457979202,0.23975275456905365,0.351628839969635,0.008382086642086506,false,false,0.648371160030365,0.028094768524169922,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,21
ml\data\raw\trashbox\plastic\plastic 258.jpg,trashbox,plastic,plastic,4,glass,1,0.35180607438087463,0.8824151754379272,-1.9270904064178467,0.2536318302154541,0.35180607438087463,0.005356741137802601,0.1204482913017273,0.2687571048736572,false,false,0.6481939256191254,0.08304896950721741,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,22
ml\data\raw\trashbox\paper\paper 664.jpg,trashbox,paper,paper,3,paper,3,0.3518785834312439,2.3349382877349854,-3.3794074058532715,0.001787389861419797,0.00022265574079938233,0.33398866653442383,0.3518785834312439,0.31212273240089417,true,true,0.6481214165687561,0.01788991689682007,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,23
ml\data\raw\trashbox\glass\glass 1957.jpg,trashbox,glass,glass,1,cardboard,0,0.35198965668678284,1.7399781942367554,-2.7841317653656006,0.35198965668678284,0.045724522322416306,0.0001225821761181578,0.3321821093559265,0.26998114585876465,false,false,0.6480103433132172,0.019807547330856323,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,24
ml\data\raw\trashbox\glass\glass 861.jpg,trashbox,glass,glass,1,cardboard,0,0.35198965668678284,1.7399781942367554,-2.7841317653656006,0.35198965668678284,0.045724522322416306,0.0001225821761181578,0.3321821093559265,0.26998114585876465,false,false,0.6480103433132172,0.019807547330856323,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,25
ml\data\raw\trashbox\glass\glass 2033.jpg,trashbox,glass,glass,1,plastic,4,0.3533451557159424,0.8847759962081909,-1.9250859022140503,0.30787575244903564,0.16993001103401184,0.02891334891319275,0.139935702085495,0.3533451557159424,false,false,0.6466548442840576,0.04546940326690674,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,26
ml\data\raw\trashbox\plastic\plastic 112.jpg,trashbox,plastic,plastic,4,paper,3,0.35440772771835327,0.6122966408729553,-1.6496038436889648,0.16367198526859283,0.15836100280284882,0.05127662420272827,0.35440772771835327,0.2722826600074768,false,false,0.6455922722816467,0.08212506771087646,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,27
ml\data\raw\trashbox\plastic\plastic 1740.jpg,trashbox,plastic,plastic,4,glass,1,0.355294793844223,0.9905938506126404,-2.0254013538360596,0.020044106990098953,0.355294793844223,0.19826439023017883,0.26862090826034546,0.15777581930160522,false,false,0.644705206155777,0.08667388558387756,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,28
ml\data\raw\trashbox\glass\glass 1547.jpg,trashbox,glass,glass,1,glass,1,0.35720670223236084,0.9205333590507507,-1.9499740600585938,0.0138606708496809,0.35720670223236084,0.26810261607170105,0.0597880557179451,0.30104193091392517,true,true,0.6427932977676392,0.05616477131843567,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,29
ml\data\raw\trashbox\plastic\plastic 1772.jpg,trashbox,plastic,plastic,4,plastic,4,0.35915711522102356,0.9115714430809021,-1.9355669021606445,0.1721438318490982,0.027736524119973183,0.13713830709457397,0.30382421612739563,0.35915711522102356,true,true,0.6408428847789764,0.05533289909362793,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,30
ml\data\raw\trashbox\glass\glass 593.jpg,trashbox,glass,glass,1,metal,2,0.3610079884529114,1.038844347000122,-2.057699680328369,0.011886817403137684,0.24471433460712433,0.3610079884529114,0.09250010550022125,0.28989076614379883,false,false,0.6389920115470886,0.07111722230911255,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,31
ml\data\raw\trashbox\plastic\plastic 401.jpg,trashbox,plastic,plastic,4,plastic,4,0.3623928129673004,1.1388726234436035,-2.1538991928100586,0.24661704897880554,0.32572704553604126,0.0029096039943397045,0.06235342472791672,0.3623928129673004,true,true,0.6376071870326996,0.036665767431259155,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,32
ml\data\raw\trashbox\glass\glass 434.jpg,trashbox,glass,glass,1,glass,1,0.3666178286075592,2.5327155590057373,-3.5361509323120117,0.0001139690721174702,0.3666178286075592,0.0016458270838484168,0.2724847197532654,0.3591376543045044,true,true,0.6333821713924408,0.00748017430305481,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,33
ml\data\raw\trashbox\cardboard\cardboard 1323.jpg,trashbox,cardboard,cardboard,0,glass,1,0.3678095042705536,0.9591394066810608,-1.959329605102539,0.0643233135342598,0.3678095042705536,0.023035099729895592,0.19631043076515198,0.3485216498374939,false,false,0.6321904957294464,0.019287854433059692,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,34
ml\data\raw\trashbox\plastic\plastic 237.jpg,trashbox,plastic,plastic,4,cardboard,0,0.3700534999370575,0.9062431454658508,-1.90035080909729,0.3700534999370575,0.3155888020992279,0.22344118356704712,0.07272832840681076,0.01818813383579254,false,false,0.6299465000629425,0.05446469783782959,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,35
ml\data\raw\trashbox\glass\glass 2256.jpg,trashbox,glass,glass,1,cardboard,0,0.3712632954120636,0.9339557886123657,-1.9247995615005493,0.3712632954120636,0.06086026132106781,0.040940623730421066,0.20191359519958496,0.32502222061157227,false,false,0.6287367045879364,0.04624107480049133,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,36
ml\data\raw\trashbox\glass\glass 858.jpg,trashbox,glass,glass,1,plastic,4,0.37134066224098206,0.6931077241897583,-1.6837431192398071,0.1490921825170517,0.2037292718887329,0.22310160100460052,0.052736248821020126,0.37134066224098206,false,false,0.6286593377590179,0.14823906123638153,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,37
ml\data\raw\trashbox\glass\glass 1743.jpg,trashbox,glass,glass,1,glass,1,0.3717663884162903,0.7152898907661438,-1.7047796249389648,0.13311831653118134,0.3717663884162903,0.09445544332265854,0.08573995530605316,0.31491994857788086,true,true,0.6282336115837097,0.056846439838409424,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,38
ml\data\raw\trashbox\metal\metal 2426.jpg,trashbox,metal,metal,2,metal,2,0.3732087314128876,0.9347273707389832,-1.9203448295593262,0.017666414380073547,0.24849779903888702,0.3732087314128876,0.08069204539060593,0.27993500232696533,true,true,0.6267912685871124,0.09327372908592224,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,39
ml\data\raw\trashbox\plastic\plastic 410.jpg,trashbox,plastic,plastic,4,plastic,4,0.3739960789680481,0.7040647268295288,-1.6875746250152588,0.16100093722343445,0.20650412142276764,0.03387653827667236,0.22462232410907745,0.3739960789680481,true,true,0.6260039210319519,0.14937375485897064,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,40
ml\data\raw\trashbox\glass\glass 694.jpg,trashbox,glass,glass,1,paper,3,0.3750183880329132,2.2178006172180176,-3.198580741882324,0.0013461961643770337,0.28508222103118896,0.001284954254515469,0.3750183880329132,0.33726823329925537,false,false,0.6249816119670868,0.03775015473365784,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,41
ml\data\raw\trashbox\paper\paper 315.jpg,trashbox,paper,paper,3,glass,1,0.37718087434768677,2.3785762786865234,-3.353606700897217,0.23486511409282684,0.37718087434768677,0.03350386023521423,0.35441651940345764,3.36240918841213e-05,false,false,0.6228191256523132,0.022764354944229126,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,42
ml\data\raw\trashbox\glass\glass 2357.jpg,trashbox,glass,glass,1,cardboard,0,0.3772765100002289,1.3266223669052124,-2.3013992309570312,0.3772765100002289,0.2855904698371887,0.1370859295129776,0.1975611001253128,0.002486024284735322,false,false,0.6227234899997711,0.09168604016304016,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,43
ml\data\raw\trashbox\paper\paper 460.jpg,trashbox,paper,paper,3,paper,3,0.3774438202381134,1.54045832157135,-2.514791965484619,0.07751081883907318,0.0014741579070687294,0.3319019675254822,0.3774438202381134,0.21166923642158508,true,true,0.6225561797618866,0.045541852712631226,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,44
ml\data\raw\trashbox\paper\paper 377.jpg,trashbox,paper,paper,3,paper,3,0.3806455731391907,1.0958881378173828,-2.061774730682373,0.048914793878793716,0.11252415180206299,0.38012927770614624,0.3806455731391907,0.07778613269329071,true,true,0.6193544268608093,0.0005162954330444336,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,45
ml\data\raw\trashbox\paper\paper 871.jpg,trashbox,paper,paper,3,cardboard,0,0.3827836215496063,1.3709259033203125,-2.3312113285064697,0.3827836215496063,0.04206845909357071,0.003962907940149307,0.34936320781707764,0.2218218296766281,false,false,0.6172163784503937,0.033420413732528687,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,46
ml\data\raw\trashbox\plastic\plastic 2580.jpg,trashbox,plastic,plastic,4,plastic,4,0.38352739810943604,2.7055504322052,-3.6638946533203125,2.6516425350564532e-05,0.2583354115486145,0.3474849462509155,0.010625772178173065,0.38352739810943604,true,true,0.616472601890564,0.03604245185852051,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,47
ml\data\raw\trashbox\glass\glass 1498.jpg,trashbox,glass,glass,1,paper,3,0.384050577878952,1.281396508216858,-2.238377571105957,0.15955831110477448,0.19193407893180847,0.0018814989598467946,0.384050577878952,0.26257553696632385,false,false,0.615949422121048,0.12147504091262817,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,48
ml\data\raw\trashbox\cardboard\cardboard 1436.jpg,trashbox,cardboard,cardboard,0,cardboard,0,0.3862411677837372,2.0253183841705322,-2.976611614227295,0.3862411677837372,0.3589361011981964,0.009007292799651623,0.24520854651927948,0.0006069131195545197,true,true,0.6137588322162628,0.02730506658554077,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,49
ml\data\raw\trashbox\metal\metal 2536.jpg,trashbox,metal,metal,2,plastic,4,0.38879239559173584,3.7794201374053955,-4.724129676818848,1.7977428797166795e-05,0.33729642629623413,0.27387911081314087,1.411161520081805e-05,0.38879239559173584,false,false,0.6112076044082642,0.05149596929550171,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,50
ml\data\raw\trashbox\plastic\plastic 2101.jpg,trashbox,plastic,plastic,4,paper,3,0.3899972438812256,1.4264521598815918,-2.368067741394043,0.021832497790455818,0.2672942280769348,0.30124610662460327,0.3899972438812256,0.01962991990149021,false,false,0.6100027561187744,0.08875113725662231,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,51
ml\data\raw\trashbox\plastic\plastic 988.jpg,trashbox,plastic,plastic,4,plastic,4,0.39197856187820435,1.7440319061279297,-2.6805801391601562,0.0013437946327030659,0.1975971758365631,0.020970743149518967,0.3881097137928009,0.39197856187820435,true,true,0.6080214381217957,0.0038688480854034424,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,52
ml\data\raw\trashbox\plastic\plastic 1915.jpg,trashbox,plastic,plastic,4,paper,3,0.3940178155899048,2.694364070892334,-3.625723123550415,0.36010506749153137,0.23259148001670837,2.158113056793809e-05,0.3940178155899048,0.013264087960124016,false,false,0.6059821844100952,0.03391274809837341,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,53
ml\data\raw\trashbox\plastic\plastic 176.jpg,trashbox,plastic,plastic,4,plastic,4,0.39476099610328674,0.7935572266578674,-1.723031997680664,0.06192859634757042,0.28241023421287537,0.09385383874177933,0.16704627871513367,0.39476099610328674,true,true,0.6052390038967133,0.11235076189041138,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,54
ml\data\raw\trashbox\metal\metal 46.jpg,trashbox,metal,metal,2,paper,3,0.3961467444896698,3.2206497192382812,-4.146620273590088,0.23705488443374634,8.609524229541421e-05,0.3666767477989197,0.3961467444896698,3.553265560185537e-05,false,false,0.6038532555103302,0.029469996690750122,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,55
ml\data\raw\trashbox\metal\metal 26.jpg,trashbox,metal,metal,2,paper,3,0.3974674940109253,1.357848048210144,-2.2804901599884033,0.008244204334914684,0.37967970967292786,0.19060224294662476,0.3974674940109253,0.024006381630897522,false,false,0.6025325059890747,0.017787784337997437,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,56
ml\data\raw\trashbox\plastic\plastic 146.jpg,trashbox,plastic,plastic,4,cardboard,0,0.40081143379211426,0.7897140979766846,-1.7039783000946045,0.40081143379211426,0.32023823261260986,0.1286790817975998,0.10422436892986298,0.046046894043684006,false,false,0.5991885662078857,0.0805732011795044,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,57
ml\data\raw\trashbox\glass\glass 2060.jpg,trashbox,glass,glass,1,paper,3,0.40095415711402893,1.6592020988464355,-2.573110342025757,0.08794613927602768,0.26053744554519653,0.0008980967104434967,0.40095415711402893,0.24966412782669067,false,false,0.5990458428859711,0.1404167115688324,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,58
ml\data\raw\trashbox\plastic\plastic 969.jpg,trashbox,plastic,plastic,4,glass,1,0.4014629125595093,1.4760849475860596,-2.3887250423431396,0.000625037238933146,0.4014629125595093,0.13995370268821716,0.1630052775144577,0.29495298862457275,false,false,0.5985370874404907,0.10650992393493652,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,59
ml\data\raw\trashbox\metal\metal 549.jpg,trashbox,metal,metal,2,paper,3,0.4026236832141876,1.302622675895691,-2.2123756408691406,0.3001865744590759,0.21833392977714539,0.07456489652395248,0.4026236832141876,0.0042908634059131145,false,false,0.5973763167858124,0.1024371087551117,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,60
ml\data\raw\trashbox\plastic\plastic 463.jpg,trashbox,plastic,plastic,4,cardboard,0,0.4036518633365631,1.1711212396621704,-2.0783238410949707,0.4036518633365631,0.15418215095996857,0.04380650818347931,0.012758071534335613,0.3856014907360077,false,false,0.5963481366634369,0.01805037260055542,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,61
ml\data\raw\trashbox\plastic\plastic 285.jpg,trashbox,plastic,plastic,4,glass,1,0.40463703870773315,1.409880518913269,-2.314645290374756,0.2601814866065979,0.40463703870773315,0.00276000052690506,0.30040237307548523,0.032019175589084625,false,false,0.5953629612922668,0.10423466563224792,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,62
ml\data\raw\trashbox\metal\metal 977.jpg,trashbox,metal,metal,2,plastic,4,0.40660810470581055,2.6270151138305664,-3.5269205570220947,0.00018236217147205025,0.26063352823257446,0.33145564794540405,0.0011204202892258763,0.40660810470581055,false,false,0.5933918952941895,0.0751524567604065,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,63
ml\data\raw\trashbox\paper\paper 662.jpg,trashbox,paper,paper,3,paper,3,0.40730977058410645,1.8092023134231567,-2.707383632659912,0.018941419199109077,0.0018719156505540013,0.36755114793777466,0.40730977058410645,0.20432579517364502,true,true,0.5926902294158936,0.03975862264633179,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,64
ml\data\raw\trashbox\paper\paper 949.jpg,trashbox,paper,paper,3,cardboard,0,0.41129404306411743,1.9712269306182861,-2.8596737384796143,0.41129404306411743,0.0002547243202570826,0.04525909945368767,0.18893945217132568,0.3542526066303253,false,false,0.5887059569358826,0.057041436433792114,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,65
ml\data\raw\trashbox\metal\metal 727.jpg,trashbox,metal,metal,2,paper,3,0.4113565683364868,1.6206573247909546,-2.5089521408081055,0.056746453046798706,0.0007283146842382848,0.2810930013656616,0.4113565683364868,0.25007569789886475,false,false,0.5886434316635132,0.1302635669708252,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,66
ml\data\raw\trashbox\plastic\plastic 2242.jpg,trashbox,plastic,plastic,4,plastic,4,0.41253456473350525,2.8079018592834473,-3.6933372020721436,0.370842307806015,0.00022574920149054378,0.00041608777246437967,0.21598131954669952,0.41253456473350525,true,true,0.5874654352664948,0.041692256927490234,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,67
ml\data\raw\trashbox\plastic\plastic 1522.jpg,trashbox,plastic,plastic,4,plastic,4,0.41456636786460876,1.946662425994873,-2.8271846771240234,0.0006043215980753303,0.1817849725484848,0.3682885766029358,0.034755777567625046,0.41456636786460876,true,true,0.5854336321353912,0.046277791261672974,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,68
ml\data\raw\trashbox\paper\paper 626.jpg,trashbox,paper,paper,3,cardboard,0,0.41481685638427734,2.3919506072998047,-3.2718687057495117,0.41481685638427734,2.7393434720579535e-05,0.21601809561252594,0.030973544344305992,0.33816415071487427,false,false,0.5851831436157227,0.07665270566940308,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,69
ml\data\raw\trashbox\paper\paper 672.jpg,trashbox,paper,paper,3,plastic,4,0.41516992449760437,2.6402101516723633,-3.519277572631836,0.0008291733684018254,0.00033716156031005085,0.29241445660591125,0.29124927520751953,0.41516992449760437,false,false,0.5848300755023956,0.12275546789169312,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,70
ml\data\raw\trashbox\plastic\plastic 75.jpg,trashbox,plastic,plastic,4,metal,2,0.4166862368583679,1.0061712265014648,-1.8815929889678955,0.028475165367126465,0.06690052896738052,0.4166862368583679,0.41359493136405945,0.07434317469596863,false,false,0.5833137631416321,0.0030913054943084717,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,71
ml\data\raw\trashbox\paper\paper 783.jpg,trashbox,paper,paper,3,cardboard,0,0.4172181785106659,1.600210189819336,-2.474356174468994,0.4172181785106659,0.19666777551174164,0.0022257885430008173,0.358408659696579,0.02547958493232727,false,false,0.5827818214893341,0.058809518814086914,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,72
ml\data\raw\trashbox\plastic\plastic 2463.jpg,trashbox,plastic,plastic,4,glass,1,0.41740739345550537,1.3224525451660156,-2.1961450576782227,0.015167654491961002,0.41740739345550537,0.34178975224494934,0.025266680866479874,0.2003684639930725,false,false,0.5825926065444946,0.07561764121055603,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,73
ml\data\raw\trashbox\cardboard\cardboard 2200.jpg,trashbox,cardboard,cardboard,0,paper,3,0.41750794649124146,0.7715616226196289,-1.6450133323669434,0.1754898577928543,0.06060419976711273,0.07943212240934372,0.41750794649124146,0.26696595549583435,false,false,0.5824920535087585,0.1505419909954071,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,74
ml\data\raw\trashbox\cardboard\cardboard 2094.jpg,trashbox,cardboard,cardboard,0,metal,2,0.41854730248451233,1.063301920890808,-1.934267282485962,0.36334291100502014,0.09829182177782059,0.41854730248451233,0.09308667480945587,0.026731306686997414,false,false,0.5814526975154877,0.05520439147949219,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,75
ml\data\raw\trashbox\plastic\plastic 366.jpg,trashbox,plastic,plastic,4,paper,3,0.4192589223384857,0.9386188983917236,-1.8078855276107788,0.30650967359542847,0.10766229033470154,0.03388989344239235,0.4192589223384857,0.13267925381660461,false,false,0.5807410776615143,0.11274924874305725,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,76
ml\data\raw\trashbox\plastic\plastic 555.jpg,trashbox,plastic,plastic,4,paper,3,0.41988664865493774,1.5149325132369995,-2.3827030658721924,0.3213074207305908,0.014070920646190643,0.006622342858463526,0.41988664865493774,0.2381126880645752,false,false,0.5801133513450623,0.09857922792434692,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,77
ml\data\raw\trashbox\plastic\plastic 1299.jpg,trashbox,plastic,plastic,4,glass,1,0.42086735367774963,1.380627989768982,-2.246065616607666,0.08075191080570221,0.42086735367774963,0.002863961737602949,0.25798889994621277,0.23752784729003906,false,false,0.5791326463222504,0.16287845373153687,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,78
ml\data\raw\trashbox\paper\paper 449.jpg,trashbox,paper,paper,3,glass,1,0.42104488611221313,1.6377594470977783,-2.502775192260742,0.2330586314201355,0.42104488611221313,0.08421118557453156,0.26060909032821655,0.0010761938756331801,false,false,0.5789551138877869,0.16043579578399658,very_high_uncertainty,low_confidence_candidate,pending_review,,,,,79
