source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split,active_learning_stage,review_id,human_observation,reviewed_label,reviewed_action,reviewer_notes
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1323.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper475.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1192.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1382.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_626.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_639.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_293.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_267.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_269.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic26.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1005.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_865.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_25.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_381.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_173.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_493.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_460.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_156.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_364.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_498.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper270.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass392.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_498.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_569.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1482.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_324.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_133.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_773.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_170.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_551.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1178.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_21.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_250.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper504.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1703.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal194.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_331.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_182.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1643.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_550.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard81.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal8.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal147.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_261.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_139.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_953.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1511.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_194.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_113.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_680.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1148.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1569.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_57.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_273.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1021.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_628.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal164.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper359.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_151.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_323.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal203.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass219.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_122.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1301.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_323.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_261.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper386.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1254.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_955.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_359.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal23.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_839.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_16.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_304.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1172.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1097.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_182.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1366.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_372.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1612.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1349.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_914.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_354.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_427.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard40.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1126.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_101.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_38.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_368.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_166.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1023.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1050.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal350.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_411.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_260.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_417.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_621.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1056.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_434.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_597.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_22.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_444.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_274.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_456.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_298.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_20.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_738.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_392.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_705.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic15.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass451.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_181.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1407.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_297.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/metal/metal89.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_510.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_171.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic125.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_614.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_270.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_923.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_369.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_921.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper390.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1187.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1333.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard129.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1078.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_2.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_72.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper459.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_54.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_415.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1529.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1246.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic409.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_53.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_485.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_853.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_77.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_234.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_875.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_576.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1050.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_19.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_41.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_152.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1689.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_349.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass58.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1105.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/cardboard/cardboard235.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_950.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1149.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_406.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_16.jpg,paper,paper,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_852.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1039.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic410.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_719.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_922.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass226.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_376.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/plastic/plastic481.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1419.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_252.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper580.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper109.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_177.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_538.jpg,metal,metal,known,true,Known 5-class label if present,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper238.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_185.jpg,glass,glass,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_552.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1391.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/paper/paper_465.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1066.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/glass/glass87.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_671.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1218.jpg,glass,glass,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1436.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
trashnet,ml/data/raw/trashnet/paper/paper275.jpg,paper,paper,known,true,Known 5-class label,known_train,,,,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_259.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_800.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/metal/metal_800.jpg,metal,metal,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_865.jpg,plastic,plastic,known,true,Known 5-class label,known_train,,,,,,
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_881.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train,,,,,,
