source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split,active_learning_stage,candidate_pool_role,review_status,human_review_label,human_review_action,reviewer_notes
realwaste,ml/data/raw/realwaste/Plastic/Plastic_392.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_705.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_181.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_297.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_171.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_614.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_369.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_2.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_72.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_54.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_53.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_485.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_234.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_41.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_349.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_406.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_16.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_376.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_538.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_185.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_259.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_263.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_2.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_393.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_363.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_428.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_194.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_233.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_153.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_116.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_242.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_587.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_215.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_843.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_351.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_415.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_549.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_338.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_110.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_160.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_43.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_896.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_392.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_15.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_103.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_186.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_751.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_112.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_551.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_383.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_236.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_538.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_562.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_243.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_474.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_372.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_170.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_609.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_319.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_48.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_129.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_176.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_58.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_381.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_356.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_315.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_469.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_175.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_180.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_809.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_174.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_227.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_116.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_425.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_246.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_280.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_154.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_337.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_75.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_380.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_318.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_442.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_445.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_160.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_71.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_202.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_281.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_200.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_64.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_242.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_416.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_197.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_325.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Metal/Metal_149.jpg,metal,metal,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_233.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_303.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_547.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_86.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Glass/Glass_331.jpg,glass,glass,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_445.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_834.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_531.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_562.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Plastic/Plastic_806.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
realwaste,ml/data/raw/realwaste/Paper/Paper_85.jpg,paper,paper,known,true,Known 5-class label if present,known_train,stage_01_after_trashnet_baseline,realwaste_known_candidate_pool,pending_model_scoring,,,
