review_id,image_path,source_dataset,source_label,source_reference_label,model_prediction,model_confidence,model_max_logit,model_energy,probability_margin,prediction_matches_source_label,uncertainty_band,selection_reason,active_learning_rank,human_observation,reviewed_label,reviewed_action,reviewer_notes,review_status
stage03_al_0014,ml\data\raw\trashbox\cardboard\cardboard 2068.jpg,trashbox,cardboard,cardboard,paper,0.7346746921539307,7.749669075012207,-8.05799675,0.4693605601787567,FALSE,medium_uncertainty,confident_wrong_candidate,1063,cardboard,cardboard,add_to_training,,reviewed
stage03_al_0015,ml\data\raw\trashbox\cardboard\cardboard 1476.jpg,trashbox,cardboard,cardboard,paper,0.7418102025985718,9.463422775268555,-9.762084961,0.4836207628250122,FALSE,medium_uncertainty,confident_wrong_candidate,1078,cardboard,cardboard,add_to_training,,reviewed
stage03_al_0016,ml\data\raw\trashbox\glass\glass 2350.jpg,trashbox,glass,glass,metal,0.707108736,3.6957178115844727,-4.04228878,0.529490054,FALSE,medium_uncertainty,confident_wrong_candidate,1009,glass,glass,add_to_training,,reviewed
stage03_al_0017,ml\data\raw\trashbox\glass\glass 1079.jpg,trashbox,glass,glass,metal,0.7079598307609558,2.27714467,-2.622512579,0.5162993222475052,FALSE,medium_uncertainty,confident_wrong_candidate,1010,glass,glass,add_to_training,,reviewed
stage03_al_0018,ml\data\raw\trashbox\glass\glass 1559.jpg,trashbox,glass,glass,cardboard,0.716133714,2.4947142601013184,-2.828602552,0.5416605919599533,FALSE,medium_uncertainty,confident_wrong_candidate,1030,glass,glass,add_to_training,,reviewed
stage03_al_0019,ml\data\raw\trashbox\glass\glass 826.jpg,trashbox,glass,glass,plastic,0.7178020477294922,2.9167282581329346,-3.248289585,0.5136748105287552,FALSE,medium_uncertainty,confident_wrong_candidate,1033,glass,glass,add_to_training,,reviewed
stage03_al_0020,ml\data\raw\trashbox\glass\glass 894.jpg,trashbox,glass,glass,plastic,0.7178020477294922,2.9167282581329346,-3.248289585,0.5136748105287552,FALSE,medium_uncertainty,confident_wrong_candidate,1034,glass,glass,add_to_training,,reviewed
stage03_al_0021,ml\data\raw\trashbox\glass\glass 2249.jpg,trashbox,glass,glass,plastic,0.7220538258552551,5.476479530334473,-5.802134991,0.4499809741973877,FALSE,medium_uncertainty,confident_wrong_candidate,1041,glass,glass,add_to_training,,reviewed
stage03_al_0022,ml\data\raw\trashbox\glass\glass 1783.jpg,trashbox,glass,glass,plastic,0.7221640348434448,6.535629749298096,-6.861132622,0.44470107555389404,FALSE,medium_uncertainty,confident_wrong_candidate,1042,glass,glass,add_to_training,,reviewed
stage03_al_0023,ml\data\raw\trashbox\glass\glass 1613.jpg,trashbox,glass,glass,plastic,0.7259244918823242,6.543209552764893,-6.863518715,0.4521743357181549,FALSE,medium_uncertainty,confident_wrong_candidate,1052,glass,glass,add_to_training,,reviewed
stage03_al_0024,ml\data\raw\trashbox\glass\glass 429.jpg,trashbox,glass,glass,plastic,0.7347981333732605,3.5611188411712646,-3.869278431,0.503299743,FALSE,medium_uncertainty,confident_wrong_candidate,1064,glass,glass,add_to_training,,reviewed
stage03_al_0025,ml\data\raw\trashbox\glass\glass 899.jpg,trashbox,glass,glass,paper,0.736475945,4.5246686935424805,-4.830547333,0.47502440214157104,FALSE,medium_uncertainty,confident_wrong_candidate,1066,glass,glass,add_to_training,,reviewed
stage03_al_0026,ml\data\raw\trashbox\glass\glass 589.jpg,trashbox,glass,glass,plastic,0.7370994091033936,2.865586042404175,-3.170618534,0.5348286777734756,FALSE,medium_uncertainty,confident_wrong_candidate,1070,glass,glass,add_to_training,,reviewed
stage03_al_0027,ml\data\raw\trashbox\glass\glass 327.jpg,trashbox,glass,glass,paper,0.7431911826133728,2.597931146621704,-2.894732952,0.5947205871343613,FALSE,medium_uncertainty,confident_wrong_candidate,1079,glass,glass,add_to_training,,reviewed
stage03_al_0028,ml\data\raw\trashbox\glass\glass 1653.jpg,trashbox,glass,glass,metal,0.7436450123786926,5.693724155426025,-5.989915848,0.48806700110435486,FALSE,medium_uncertainty,confident_wrong_candidate,1080,glass,glass,add_to_training,,reviewed
stage03_al_0029,ml\data\raw\trashbox\glass\glass 2384.jpg,trashbox,glass,glass,metal,0.7445047497749329,5.051720619,-5.346756935,0.48968449234962463,FALSE,medium_uncertainty,confident_wrong_candidate,1083,glass,glass,add_to_training,,reviewed
stage03_al_0030,ml\data\raw\trashbox\glass\glass 203.jpg,trashbox,glass,glass,paper,0.7485076785087585,4.036541462,-4.326215267,0.5000482797622681,FALSE,medium_uncertainty,confident_wrong_candidate,1098,glass,glass,add_to_training,,reviewed
stage03_al_0031,ml\data\raw\trashbox\metal\metal 420.jpg,trashbox,metal,metal,paper,0.7023957967758179,4.951523303985596,-5.304781437,0.41831454634666443,FALSE,medium_uncertainty,confident_wrong_candidate,993,metal,metal,add_to_training,,reviewed
stage03_al_0032,ml\data\raw\trashbox\metal\metal 746.jpg,trashbox,metal,metal,cardboard,0.7040212750434875,6.147734165,-6.498681068,0.4083916246891022,FALSE,medium_uncertainty,confident_wrong_candidate,996,metal,metal,add_to_training,,reviewed
stage03_al_0033,ml\data\raw\trashbox\metal\metal 664.jpg,trashbox,metal,metal,cardboard,0.7044723033905029,3.9488182067871094,-4.299124718,0.4137616753578186,FALSE,medium_uncertainty,confident_wrong_candidate,998,metal,metal,add_to_training,,reviewed
stage03_al_0034,ml\data\raw\trashbox\metal\metal 261.jpg,trashbox,metal,metal,cardboard,0.7092301249504089,7.463295936584473,-7.806870937,0.42133083939552307,FALSE,medium_uncertainty,confident_wrong_candidate,1013,metal,metal,add_to_training,,reviewed
stage03_al_0035,ml\data\raw\trashbox\metal\metal 187.jpg,trashbox,metal,metal,paper,0.709325373,2.0477750301361084,-2.39121604,0.6074670627713203,FALSE,medium_uncertainty,confident_wrong_candidate,1014,metal,metal,add_to_training,,reviewed
stage03_al_0036,ml\data\raw\trashbox\metal\metal 2077.jpg,trashbox,metal,metal,plastic,0.710524857,7.543022155761719,-7.884773254,0.42129331827163696,FALSE,medium_uncertainty,confident_wrong_candidate,1018,metal,metal,add_to_training,,reviewed
stage03_al_0037,ml\data\raw\trashbox\metal\metal 243.jpg,trashbox,metal,metal,cardboard,0.71089983,2.373872756958008,-2.715096474,0.5591640621423721,FALSE,medium_uncertainty,confident_wrong_candidate,1019,metal,metal,add_to_training,,reviewed
stage03_al_0038,ml\data\raw\trashbox\metal\metal 1452.jpg,trashbox,metal,metal,plastic,0.7122174501419067,4.989944934844971,-5.329317093,0.4260978698730469,FALSE,medium_uncertainty,confident_wrong_candidate,1020,metal,metal,add_to_training,,reviewed
stage03_al_0039,ml\data\raw\trashbox\metal\metal 424.jpg,trashbox,metal,metal,glass,0.7157663106918335,3.161552906036377,-3.495954514,0.4430879056453705,FALSE,medium_uncertainty,confident_wrong_candidate,1028,metal,metal,add_to_training,,reviewed
stage03_al_0040,ml\data\raw\trashbox\metal\metal 1476.jpg,trashbox,metal,metal,cardboard,0.7181820273399353,2.543268918991089,-2.874301195,0.5180807858705521,FALSE,medium_uncertainty,confident_wrong_candidate,1035,metal,metal,add_to_training,,reviewed
stage03_al_0041,ml\data\raw\trashbox\metal\metal 2573.jpg,trashbox,metal,metal,plastic,0.7186804413795471,7.360306262969971,-7.690644741,0.43743404746055603,FALSE,medium_uncertainty,confident_wrong_candidate,1037,metal,metal,add_to_training,,reviewed
stage03_al_0042,ml\data\raw\trashbox\metal\metal 517.jpg,trashbox,metal,metal,glass,0.733339787,3.0382840633392334,-3.348430157,0.5431533753871918,FALSE,medium_uncertainty,confident_wrong_candidate,1059,metal,metal,add_to_training,,reviewed
stage03_al_0043,ml\data\raw\trashbox\metal\metal 1869.jpg,trashbox,metal,metal,plastic,0.7386887073516846,4.920485019683838,-5.223363876,0.48694154620170593,FALSE,medium_uncertainty,confident_wrong_candidate,1073,metal,metal,add_to_training,,reviewed
stage03_al_0044,ml\data\raw\trashbox\metal\metal 2318.jpg,trashbox,metal,metal,plastic,0.7412413954734802,5.174152374267578,-5.473581314,0.48739466071128845,FALSE,medium_uncertainty,confident_wrong_candidate,1075,metal,metal,add_to_training,,reviewed
stage03_al_0045,ml\data\raw\trashbox\metal\metal 562.jpg,trashbox,metal,metal,plastic,0.7484233975410461,2.4254727363586426,-2.715259075,0.6138877868652344,FALSE,medium_uncertainty,confident_wrong_candidate,1097,metal,metal,add_to_training,,reviewed
stage03_al_0046,ml\data\raw\trashbox\paper\paper 303.jpg,trashbox,paper,paper,plastic,0.7031909227371216,3.0429611206054688,-3.395087957,0.4617243558168411,FALSE,medium_uncertainty,confident_wrong_candidate,994,paper,paper,add_to_training,,reviewed
stage03_al_0047,ml\data\raw\trashbox\paper\paper 643.jpg,trashbox,paper,paper,plastic,0.7046427130699158,4.040339469909668,-4.390403748,0.4252859354019165,FALSE,medium_uncertainty,confident_wrong_candidate,1000,paper,paper,add_to_training,,reviewed
stage03_al_0048,ml\data\raw\trashbox\paper\paper 1926.jpg,trashbox,paper,paper,cardboard,0.7047759890556335,3.5918900966644287,-3.941765308,0.42918846011161804,FALSE,medium_uncertainty,confident_wrong_candidate,1001,paper,paper,add_to_training,,reviewed
stage03_al_0049,ml\data\raw\trashbox\paper\paper 2090.jpg,trashbox,paper,paper,cardboard,0.7066381573677063,3.0713086128234863,-3.418545246,0.4510450065135956,FALSE,medium_uncertainty,confident_wrong_candidate,1005,paper,paper,add_to_training,,reviewed
stage03_al_0050,ml\data\raw\trashbox\paper\paper 505.jpg,trashbox,paper,paper,glass,0.7068723440170288,2.5948612689971924,-2.9417665,0.559065655,FALSE,medium_uncertainty,confident_wrong_candidate,1006,paper,paper,add_to_training,,reviewed
stage03_al_0051,ml\data\raw\trashbox\paper\paper 1125.jpg,trashbox,paper,paper,plastic,0.7090261578559875,2.0941123962402344,-2.437975407,0.4865792244672775,FALSE,medium_uncertainty,confident_wrong_candidate,1012,paper,paper,add_to_training,,reviewed
stage03_al_0052,ml\data\raw\trashbox\paper\paper 1552.jpg,trashbox,paper,paper,cardboard,0.714569092,2.4244143962860107,-2.760489941,0.5588935166597366,FALSE,medium_uncertainty,confident_wrong_candidate,1025,paper,paper,add_to_training,,reviewed
stage03_al_0053,ml\data\raw\trashbox\paper\paper 1310.jpg,trashbox,paper,paper,cardboard,0.7184827327728271,5.556179523468018,-5.886793137,0.4430471360683441,FALSE,medium_uncertainty,confident_wrong_candidate,1036,paper,paper,add_to_training,,reviewed
stage03_al_0054,ml\data\raw\trashbox\paper\paper 1222.jpg,trashbox,paper,paper,cardboard,0.7225416302680969,5.969484806060791,-6.294465065,0.451652855,FALSE,medium_uncertainty,confident_wrong_candidate,1045,paper,paper,add_to_training,,reviewed
stage03_al_0055,ml\data\raw\trashbox\paper\paper 677.jpg,trashbox,paper,paper,cardboard,0.7258416414260864,4.114461898803711,-4.434885502,0.4705742597579956,FALSE,medium_uncertainty,confident_wrong_candidate,1051,paper,paper,add_to_training,,reviewed
stage03_al_0056,ml\data\raw\trashbox\paper\paper 845.jpg,trashbox,paper,paper,cardboard,0.7260102033615112,2.943920135498047,-3.26411128,0.601892002,FALSE,medium_uncertainty,confident_wrong_candidate,1053,paper,paper,add_to_training,,reviewed
stage03_al_0057,ml\data\raw\trashbox\paper\paper 1820.jpg,trashbox,paper,paper,cardboard,0.7271474599838257,5.284921169281006,-5.603547096,0.4547438323497772,FALSE,medium_uncertainty,confident_wrong_candidate,1056,paper,paper,add_to_training,,reviewed
stage03_al_0058,ml\data\raw\trashbox\paper\paper 574.jpg,trashbox,paper,paper,plastic,0.7344129681587219,6.097108840942383,-6.405792713,0.469631553,FALSE,medium_uncertainty,confident_wrong_candidate,1061,paper,paper,add_to_training,,reviewed
stage03_al_0059,ml\data\raw\trashbox\paper\paper 2248.jpg,trashbox,paper,paper,cardboard,0.7356810569763184,5.453713417053223,-5.760672092,0.4717896282672882,FALSE,medium_uncertainty,confident_wrong_candidate,1065,paper,paper,add_to_training,,reviewed
stage03_al_0060,ml\data\raw\trashbox\paper\paper 920.jpg,trashbox,paper,paper,cardboard,0.7365463972091675,2.7185099124908447,-3.024292946,0.611434281,FALSE,medium_uncertainty,confident_wrong_candidate,1068,paper,paper,add_to_training,,reviewed
stage03_al_0061,ml\data\raw\trashbox\plastic\plastic 2090.jpg,trashbox,plastic,plastic,paper,0.7004998922348022,6.3318400382995605,-6.687801361,0.4017016291618347,FALSE,medium_uncertainty,confident_wrong_candidate,991,plastic,plastic,add_to_training,,reviewed
stage03_al_0062,ml\data\raw\trashbox\plastic\plastic 1831.jpg,trashbox,plastic,plastic,metal,0.7013883590698242,4.197278976,-4.551972389,0.415260375,FALSE,medium_uncertainty,confident_wrong_candidate,992,plastic,plastic,add_to_training,,reviewed
stage03_al_0063,ml\data\raw\trashbox\plastic\plastic 324.jpg,trashbox,plastic,plastic,cardboard,0.7038151621818542,2.4390788078308105,-2.790318251,0.45965513586997986,FALSE,medium_uncertainty,confident_wrong_candidate,995,plastic,plastic,add_to_training,,reviewed
stage03_al_0064,ml\data\raw\trashbox\plastic\plastic 1318.jpg,trashbox,plastic,plastic,metal,0.7057936191558838,3.8189074993133545,-4.167339802,0.4280242621898651,FALSE,medium_uncertainty,confident_wrong_candidate,1003,plastic,plastic,add_to_training,,reviewed
stage03_al_0065,ml\data\raw\trashbox\plastic\plastic 1967.jpg,trashbox,plastic,plastic,metal,0.7063670754432678,3.082770347595215,-3.430390596,0.45542603731155396,FALSE,medium_uncertainty,confident_wrong_candidate,1004,plastic,plastic,add_to_training,,reviewed
stage03_al_0066,ml\data\raw\trashbox\plastic\plastic 71.jpg,trashbox,plastic,plastic,glass,0.706997812,2.1122004985809326,-2.458928108,0.5748427957296371,FALSE,medium_uncertainty,confident_wrong_candidate,1007,plastic,plastic,add_to_training,,reviewed
stage03_al_0067,ml\data\raw\trashbox\plastic\plastic 2315.jpg,trashbox,plastic,plastic,metal,0.7070111036300659,3.125887870788574,-3.472596884,0.436191201,FALSE,medium_uncertainty,confident_wrong_candidate,1008,plastic,plastic,add_to_training,,reviewed
stage03_al_0068,ml\data\raw\trashbox\plastic\plastic 2612.jpg,trashbox,plastic,plastic,glass,0.7081692814826965,5.663737773895264,-6.008810043,0.4184984564781189,FALSE,medium_uncertainty,confident_wrong_candidate,1011,plastic,plastic,add_to_training,,reviewed
stage03_al_0069,ml\data\raw\trashbox\plastic\plastic 1647.jpg,trashbox,plastic,plastic,cardboard,0.7096477150917053,1.8208166360855103,-2.163803339,0.5893263965845108,FALSE,medium_uncertainty,confident_wrong_candidate,1015,plastic,plastic,add_to_training,,reviewed
stage03_al_0070,ml\data\raw\trashbox\plastic\plastic 1776.jpg,trashbox,plastic,plastic,metal,0.7100812792778015,3.588284730911255,-3.930660486,0.4285143315792084,FALSE,medium_uncertainty,confident_wrong_candidate,1017,plastic,plastic,add_to_training,,reviewed
stage03_al_0071,ml\data\raw\trashbox\plastic\plastic 1452.jpg,trashbox,plastic,plastic,metal,0.7125598788261414,3.557725429534912,-3.896616697,0.5240381956100464,FALSE,medium_uncertainty,confident_wrong_candidate,1022,plastic,plastic,add_to_training,,reviewed
stage03_al_0072,ml\data\raw\trashbox\plastic\plastic 192.jpg,trashbox,plastic,plastic,metal,0.7137166857719421,3.9297029972076416,-4.266972065,0.431598961,FALSE,medium_uncertainty,confident_wrong_candidate,1024,plastic,plastic,add_to_training,,reviewed
stage03_al_0073,ml\data\raw\trashbox\plastic\plastic 601.jpg,trashbox,plastic,plastic,cardboard,0.7147262692451477,2.759161949157715,-3.095017672,0.4930580407381058,FALSE,medium_uncertainty,confident_wrong_candidate,1026,plastic,plastic,add_to_training,,reviewed
stage03_al_0074,ml\data\raw\trashbox\plastic\plastic 1982.jpg,trashbox,plastic,plastic,metal,0.715806246,4.085600376,-4.419946194,0.4359791874885559,FALSE,medium_uncertainty,confident_wrong_candidate,1029,plastic,plastic,add_to_training,,reviewed
stage03_al_0075,ml\data\raw\trashbox\plastic\plastic 8.jpg,trashbox,plastic,plastic,metal,0.7166478633880615,2.0676708221435547,-2.400841475,0.5253474116325378,FALSE,medium_uncertainty,confident_wrong_candidate,1031,plastic,plastic,add_to_training,,reviewed
stage03_al_0076,ml\data\raw\trashbox\plastic\plastic 365.jpg,trashbox,plastic,plastic,glass,0.7169996500015259,1.8847930431365967,-2.21747303,0.5486333519220352,FALSE,medium_uncertainty,confident_wrong_candidate,1032,plastic,plastic,add_to_training,,reviewed
stage03_al_0077,ml\data\raw\trashbox\plastic\plastic 2574.jpg,trashbox,plastic,plastic,glass,0.7214917540550232,5.009031772613525,-5.335465908,0.5102582722902298,FALSE,medium_uncertainty,confident_wrong_candidate,1039,plastic,plastic,add_to_training,,reviewed
stage03_al_0078,ml\data\raw\trashbox\plastic\plastic 1003.jpg,trashbox,plastic,plastic,cardboard,0.7216920852661133,5.775190830230713,-6.101347446,0.4437887370586395,FALSE,medium_uncertainty,confident_wrong_candidate,1040,plastic,plastic,add_to_training,,reviewed
stage03_al_0079,ml\data\raw\trashbox\plastic\plastic 2047.jpg,trashbox,plastic,plastic,cardboard,0.7221941947937012,4.203909873962402,-4.529371262,0.5168111622333527,FALSE,medium_uncertainty,confident_wrong_candidate,1043,plastic,plastic,add_to_training,,reviewed
stage03_al_0080,ml\data\raw\trashbox\plastic\plastic 178.jpg,trashbox,plastic,plastic,metal,0.722516656,2.5509276390075684,-2.875942469,0.5107437074184418,FALSE,medium_uncertainty,confident_wrong_candidate,1044,plastic,plastic,add_to_training,,reviewed
stage03_al_0081,ml\data\raw\trashbox\plastic\plastic 2535.jpg,trashbox,plastic,plastic,glass,0.7245588898658752,3.136815071105957,-3.459007263,0.47899848222732544,FALSE,medium_uncertainty,confident_wrong_candidate,1048,plastic,plastic,add_to_training,,reviewed
stage03_al_0082,ml\data\raw\trashbox\plastic\plastic 1084.jpg,trashbox,plastic,plastic,metal,0.7249318361282349,1.906181812286377,-2.227859497,0.6120490878820419,FALSE,medium_uncertainty,confident_wrong_candidate,1049,plastic,plastic,add_to_training,,reviewed
stage03_al_0083,ml\data\raw\trashbox\plastic\plastic 459.jpg,trashbox,plastic,plastic,metal,0.7262806296348572,1.9692771434783936,-2.289095879,0.548577294,FALSE,medium_uncertainty,confident_wrong_candidate,1054,plastic,plastic,add_to_training,,reviewed
stage03_al_0084,ml\data\raw\trashbox\plastic\plastic 76.jpg,trashbox,plastic,plastic,glass,0.7266309857368469,3.0735485553741455,-3.392885208,0.5975659638643265,FALSE,medium_uncertainty,confident_wrong_candidate,1055,plastic,plastic,add_to_training,,reviewed
stage03_al_0085,ml\data\raw\trashbox\plastic\plastic 2300.jpg,trashbox,plastic,plastic,cardboard,0.7317726016044617,3.3966755867004395,-3.70896101,0.5799445360898972,FALSE,medium_uncertainty,confident_wrong_candidate,1058,plastic,plastic,add_to_training,,reviewed
stage03_al_0086,ml\data\raw\trashbox\plastic\plastic 162.jpg,trashbox,plastic,plastic,glass,0.7344767451286316,2.940706729888916,-3.249303579,0.48888467252254486,FALSE,medium_uncertainty,confident_wrong_candidate,1062,plastic,plastic,add_to_training,,reviewed
stage03_al_0087,ml\data\raw\trashbox\plastic\plastic 905.jpg,trashbox,plastic,plastic,paper,0.7364870309829712,4.589642048,-4.895505905,0.4818032383918762,FALSE,medium_uncertainty,confident_wrong_candidate,1067,plastic,plastic,add_to_training,,reviewed
stage03_al_0088,ml\data\raw\trashbox\plastic\plastic 2544.jpg,trashbox,plastic,plastic,glass,0.7366893291473389,2.960717201,-3.266306162,0.4966963529586792,FALSE,medium_uncertainty,confident_wrong_candidate,1069,plastic,plastic,add_to_training,,reviewed
stage03_al_0089,ml\data\raw\trashbox\paper\paper 1146.jpg,trashbox,paper,paper,cardboard,0.7380644083023071,7.863874435424805,-8.167598724,0.47613397240638733,FALSE,medium_uncertainty,confident_wrong_candidate,1071,paper,paper,add_to_training,,reviewed
stage03_al_0090,ml\data\raw\trashbox\paper\paper 376.jpg,trashbox,paper,paper,cardboard,0.7382497191429138,3.4269702434539795,-3.730443478,0.5916637033224106,FALSE,medium_uncertainty,confident_wrong_candidate,1072,paper,paper,add_to_training,,reviewed
stage03_al_0091,ml\data\raw\trashbox\paper\paper 753.jpg,trashbox,paper,paper,plastic,0.7411361932754517,4.776796817779541,-5.076367855,0.4883810579776764,FALSE,medium_uncertainty,confident_wrong_candidate,1074,paper,paper,add_to_training,,reviewed
stage03_al_0092,ml\data\raw\trashbox\plastic\plastic 2634.jpg,trashbox,plastic,plastic,glass,0.7413045167922974,5.641026973724365,-5.94037056,0.483218253,FALSE,medium_uncertainty,confident_wrong_candidate,1076,plastic,plastic,add_to_training,,reviewed
stage03_al_0093,ml\data\raw\trashbox\paper\paper 527.jpg,trashbox,paper,paper,cardboard,0.7414407730102539,4.1295270919799805,-4.428687096,0.5456466823816299,FALSE,medium_uncertainty,confident_wrong_candidate,1077,paper,paper,add_to_training,,reviewed
stage03_al_0094,ml\data\raw\trashbox\plastic\plastic 260.jpg,trashbox,plastic,plastic,metal,0.743901789,2.8861472606658936,-3.181993484,0.5316419154405594,FALSE,medium_uncertainty,confident_wrong_candidate,1081,plastic,plastic,add_to_training,,reviewed
stage03_al_0095,ml\data\raw\trashbox\plastic\plastic 1834.jpg,trashbox,plastic,plastic,glass,0.7439096570014954,2.3175177574157715,-2.613353491,0.6189673468470573,FALSE,medium_uncertainty,confident_wrong_candidate,1082,plastic,plastic,add_to_training,,reviewed
stage03_al_0096,ml\data\raw\trashbox\cardboard\cardboard 176.jpg,trashbox,cardboard,cardboard,paper,0.7455099821090698,4.597179412841797,-4.89086628,0.49644482135772705,FALSE,medium_uncertainty,confident_wrong_candidate,1084,cardboard,cardboard,add_to_training,,reviewed
stage03_al_0097,ml\data\raw\trashbox\plastic\plastic 2046.jpg,trashbox,plastic,plastic,metal,0.7456849813461304,3.509781837463379,-3.803233862,0.5553119033575058,FALSE,medium_uncertainty,confident_wrong_candidate,1085,plastic,plastic,add_to_training,,reviewed
stage03_al_0098,ml\data\raw\trashbox\paper\paper 630.jpg,trashbox,paper,paper,metal,0.7464203834533691,5.151525020599365,-5.443991184,0.4973832219839096,FALSE,medium_uncertainty,confident_wrong_candidate,1086,paper,paper,add_to_training,,reviewed
stage03_al_0099,ml\data\raw\trashbox\cardboard\cardboard 1838.jpg,trashbox,cardboard,cardboard,paper,0.7464277148246765,10.855213165283203,-11.14766979,0.49285543,FALSE,medium_uncertainty,confident_wrong_candidate,1087,cardboard,cardboard,add_to_training,,reviewed
stage03_al_0100,ml\data\raw\trashbox\cardboard\cardboard 726.jpg,trashbox,cardboard,cardboard,paper,0.7464973330497742,7.478321552276611,-7.770684719,0.4930039346218109,FALSE,medium_uncertainty,confident_wrong_candidate,1088,cardboard,cardboard,add_to_training,,reviewed
