review_id,image_path,source_dataset,source_label,source_reference_label,model_prediction,model_confidence,model_max_logit,model_energy,probability_margin,prediction_matches_source_label,uncertainty_band,selection_reason,active_learning_rank,human_observation,reviewed_label,reviewed_action,reviewer_notes,review_status
stage01_al_0022,ml\data\raw\realwaste\Glass\Glass_392.jpg,realwaste,glass,glass,cardboard,0.7142694592475891,2.0836684703826904,-2.42016339302063,0.5417812466621399,false,medium_uncertainty,confident_wrong_candidate,515,,,,,pending_review
stage01_al_0023,ml\data\raw\realwaste\Glass\Glass_229.jpg,realwaste,glass,glass,paper,0.7150691151618958,2.9693613052368164,-3.3047373294830322,0.4613089859485626,false,medium_uncertainty,confident_wrong_candidate,516,,,,,pending_review
stage01_al_0024,ml\data\raw\realwaste\Glass\Glass_348.jpg,realwaste,glass,glass,plastic,0.7180825471878052,5.597307205200195,-5.928477764129639,0.4363938271999359,false,medium_uncertainty,confident_wrong_candidate,520,,,,,pending_review
stage01_al_0025,ml\data\raw\realwaste\Glass\Glass_145.jpg,realwaste,glass,glass,cardboard,0.7206699848175049,2.683875799179077,-3.0114498138427734,0.47079266607761383,false,medium_uncertainty,confident_wrong_candidate,525,,,,,pending_review
stage01_al_0026,ml\data\raw\realwaste\Glass\Glass_324.jpg,realwaste,glass,glass,cardboard,0.7225487232208252,1.9157063961029053,-2.2406768798828125,0.5262463986873627,false,medium_uncertainty,confident_wrong_candidate,529,,,,,pending_review
stage01_al_0027,ml\data\raw\realwaste\Glass\Glass_401.jpg,realwaste,glass,glass,cardboard,0.7262446284294128,2.1382839679718018,-2.4581522941589355,0.5764429867267609,false,medium_uncertainty,confident_wrong_candidate,537,,,,,pending_review
stage01_al_0028,ml\data\raw\realwaste\Glass\Glass_142.jpg,realwaste,glass,glass,plastic,0.7344560623168945,3.0750036239624023,-3.3836288452148438,0.5201859474182129,false,medium_uncertainty,confident_wrong_candidate,550,,,,,pending_review
stage01_al_0029,ml\data\raw\realwaste\Glass\Glass_113.jpg,realwaste,glass,glass,cardboard,0.7374539375305176,6.547746658325195,-6.852298259735107,0.4749308228492737,false,medium_uncertainty,confident_wrong_candidate,555,,,,,pending_review
stage01_al_0030,ml\data\raw\realwaste\Glass\Glass_344.jpg,realwaste,glass,glass,plastic,0.7424393892288208,3.735865354537964,-4.033679485321045,0.4955897331237793,false,medium_uncertainty,confident_wrong_candidate,566,,,,,pending_review
stage01_al_0031,ml\data\raw\realwaste\Metal\Metal_210.jpg,realwaste,metal,metal,cardboard,0.7008019685745239,2.372371196746826,-2.7279012203216553,0.48023293912410736,false,medium_uncertainty,confident_wrong_candidate,490,,,,,pending_review
stage01_al_0032,ml\data\raw\realwaste\Metal\Metal_315.jpg,realwaste,metal,metal,cardboard,0.701249361038208,3.0728557109832764,-3.4277474880218506,0.4262855350971222,false,medium_uncertainty,confident_wrong_candidate,491,,,,,pending_review
stage01_al_0033,ml\data\raw\realwaste\Metal\Metal_536.jpg,realwaste,metal,metal,plastic,0.703945517539978,3.8782403469085693,-4.229294776916504,0.4107925295829773,false,medium_uncertainty,confident_wrong_candidate,498,,,,,pending_review
stage01_al_0034,ml\data\raw\realwaste\Metal\Metal_60.jpg,realwaste,metal,metal,cardboard,0.7072018384933472,2.966639518737793,-3.3130786418914795,0.43101245164871216,false,medium_uncertainty,confident_wrong_candidate,503,,,,,pending_review
stage01_al_0035,ml\data\raw\realwaste\Metal\Metal_316.jpg,realwaste,metal,metal,cardboard,0.7085533738136292,3.4241597652435303,-3.7686896324157715,0.428449422121048,false,medium_uncertainty,confident_wrong_candidate,504,,,,,pending_review
stage01_al_0036,ml\data\raw\realwaste\Metal\Metal_143.jpg,realwaste,metal,metal,paper,0.7134143710136414,3.0590357780456543,-3.396728515625,0.5484507828950882,false,medium_uncertainty,confident_wrong_candidate,513,,,,,pending_review
stage01_al_0037,ml\data\raw\realwaste\Metal\Metal_203.jpg,realwaste,metal,metal,paper,0.7183340787887573,3.82267427444458,-4.153494834899902,0.4437282383441925,false,medium_uncertainty,confident_wrong_candidate,521,,,,,pending_review
stage01_al_0038,ml\data\raw\realwaste\Metal\Metal_293.jpg,realwaste,metal,metal,cardboard,0.7194144129753113,2.6539266109466553,-2.9832444190979004,0.5590728670358658,false,medium_uncertainty,confident_wrong_candidate,522,,,,,pending_review
stage01_al_0039,ml\data\raw\realwaste\Metal\Metal_408.jpg,realwaste,metal,metal,cardboard,0.7203488349914551,4.234662055969238,-4.562681674957275,0.44243335723876953,false,medium_uncertainty,confident_wrong_candidate,524,,,,,pending_review
stage01_al_0040,ml\data\raw\realwaste\Metal\Metal_588.jpg,realwaste,metal,metal,cardboard,0.7224640846252441,3.1332085132598877,-3.458296060562134,0.4586467444896698,false,medium_uncertainty,confident_wrong_candidate,528,,,,,pending_review
stage01_al_0041,ml\data\raw\realwaste\Metal\Metal_127.jpg,realwaste,metal,metal,glass,0.722943127155304,2.085190534591675,-2.4096152782440186,0.6278045251965523,false,medium_uncertainty,confident_wrong_candidate,530,,,,,pending_review
stage01_al_0042,ml\data\raw\realwaste\Metal\Metal_107.jpg,realwaste,metal,metal,cardboard,0.724618673324585,2.8572192192077637,-3.1793289184570312,0.47870513796806335,false,medium_uncertainty,confident_wrong_candidate,531,,,,,pending_review
stage01_al_0043,ml\data\raw\realwaste\Metal\Metal_378.jpg,realwaste,metal,metal,cardboard,0.7252184152603149,2.60223126411438,-2.923513650894165,0.5094324052333832,false,medium_uncertainty,confident_wrong_candidate,534,,,,,pending_review
stage01_al_0044,ml\data\raw\realwaste\Metal\Metal_434.jpg,realwaste,metal,metal,paper,0.7255875468254089,3.259296417236328,-3.5800700187683105,0.5814634263515472,false,medium_uncertainty,confident_wrong_candidate,536,,,,,pending_review
stage01_al_0045,ml\data\raw\realwaste\Metal\Metal_561.jpg,realwaste,metal,metal,cardboard,0.731428325176239,3.70772123336792,-4.020477294921875,0.4675433039665222,false,medium_uncertainty,confident_wrong_candidate,547,,,,,pending_review
stage01_al_0046,ml\data\raw\realwaste\Paper\Paper_147.jpg,realwaste,paper,paper,plastic,0.7029925584793091,2.065608501434326,-2.4180173873901367,0.487679198384285,false,medium_uncertainty,confident_wrong_candidate,496,,,,,pending_review
stage01_al_0047,ml\data\raw\realwaste\Paper\Paper_187.jpg,realwaste,paper,paper,cardboard,0.7060601711273193,2.539228677749634,-2.8872833251953125,0.5801101922988892,false,medium_uncertainty,confident_wrong_candidate,500,,,,,pending_review
stage01_al_0048,ml\data\raw\realwaste\Paper\Paper_211.jpg,realwaste,paper,paper,cardboard,0.7108868956565857,3.404978036880493,-3.746220111846924,0.536910817027092,false,medium_uncertainty,confident_wrong_candidate,507,,,,,pending_review
stage01_al_0049,ml\data\raw\realwaste\Paper\Paper_264.jpg,realwaste,paper,paper,cardboard,0.7119830250740051,3.093590259552002,-3.433291435241699,0.44517770409584045,false,medium_uncertainty,confident_wrong_candidate,510,,,,,pending_review
stage01_al_0050,ml\data\raw\realwaste\Paper\Paper_375.jpg,realwaste,paper,paper,cardboard,0.7125781178474426,5.259576797485352,-5.598442554473877,0.42546072602272034,false,medium_uncertainty,confident_wrong_candidate,512,,,,,pending_review
stage01_al_0051,ml\data\raw\realwaste\Paper\Paper_186.jpg,realwaste,paper,paper,plastic,0.7200716137886047,2.2901980876922607,-2.618602752685547,0.5693681091070175,false,medium_uncertainty,confident_wrong_candidate,523,,,,,pending_review
stage01_al_0052,ml\data\raw\realwaste\Paper\Paper_204.jpg,realwaste,paper,paper,metal,0.7213079929351807,2.51645827293396,-2.8431472778320312,0.5241424441337585,false,medium_uncertainty,confident_wrong_candidate,527,,,,,pending_review
stage01_al_0053,ml\data\raw\realwaste\Paper\Paper_246.jpg,realwaste,paper,paper,cardboard,0.7253023982048035,4.577939987182617,-4.899106502532959,0.4547690749168396,false,medium_uncertainty,confident_wrong_candidate,535,,,,,pending_review
stage01_al_0054,ml\data\raw\realwaste\Paper\Paper_99.jpg,realwaste,paper,paper,cardboard,0.7268726825714111,3.343411445617676,-3.6624155044555664,0.4813864529132843,false,medium_uncertainty,confident_wrong_candidate,538,,,,,pending_review
stage01_al_0055,ml\data\raw\realwaste\Paper\Paper_169.jpg,realwaste,paper,paper,plastic,0.7277647852897644,2.226472854614258,-2.544250249862671,0.5146745294332504,false,medium_uncertainty,confident_wrong_candidate,539,,,,,pending_review
stage01_al_0056,ml\data\raw\realwaste\Paper\Paper_388.jpg,realwaste,paper,paper,cardboard,0.7313100099563599,2.58746600151062,-2.900383710861206,0.5303926467895508,false,medium_uncertainty,confident_wrong_candidate,546,,,,,pending_review
stage01_al_0057,ml\data\raw\realwaste\Paper\Paper_277.jpg,realwaste,paper,paper,cardboard,0.7325541377067566,6.348015785217285,-6.659234046936035,0.46584340929985046,false,medium_uncertainty,confident_wrong_candidate,548,,,,,pending_review
stage01_al_0058,ml\data\raw\realwaste\Paper\Paper_237.jpg,realwaste,paper,paper,cardboard,0.7374610304832458,4.474489688873291,-4.779031753540039,0.47694799304008484,false,medium_uncertainty,confident_wrong_candidate,556,,,,,pending_review
stage01_al_0059,ml\data\raw\realwaste\Paper\Paper_497.jpg,realwaste,paper,paper,cardboard,0.7403899431228638,3.1910476684570312,-3.4916257858276367,0.5182624161243439,false,medium_uncertainty,confident_wrong_candidate,563,,,,,pending_review
stage01_al_0060,ml\data\raw\realwaste\Paper\Paper_436.jpg,realwaste,paper,paper,cardboard,0.7428522109985352,3.3577945232391357,-3.655052661895752,0.49841073155403137,false,medium_uncertainty,confident_wrong_candidate,567,,,,,pending_review
stage01_al_0061,ml\data\raw\realwaste\Plastic\Plastic_715.jpg,realwaste,plastic,plastic,paper,0.7016158699989319,4.098921775817871,-4.453290939331055,0.41467389464378357,false,medium_uncertainty,confident_wrong_candidate,492,,,,,pending_review
stage01_al_0062,ml\data\raw\realwaste\Plastic\Plastic_852.jpg,realwaste,plastic,plastic,metal,0.702233612537384,3.237657308578491,-3.591146469116211,0.42000052332878113,false,medium_uncertainty,confident_wrong_candidate,493,,,,,pending_review
stage01_al_0063,ml\data\raw\realwaste\Plastic\Plastic_296.jpg,realwaste,plastic,plastic,cardboard,0.7024455666542053,2.492281436920166,-2.845468759536743,0.4591018557548523,false,medium_uncertainty,confident_wrong_candidate,494,,,,,pending_review
stage01_al_0064,ml\data\raw\realwaste\Plastic\Plastic_569.jpg,realwaste,plastic,plastic,cardboard,0.7039287686347961,3.3778388500213623,-3.728916883468628,0.4262162744998932,false,medium_uncertainty,confident_wrong_candidate,497,,,,,pending_review
stage01_al_0065,ml\data\raw\realwaste\Plastic\Plastic_631.jpg,realwaste,plastic,plastic,metal,0.7051280736923218,1.8643773794174194,-2.2137532234191895,0.5746945291757584,false,medium_uncertainty,confident_wrong_candidate,499,,,,,pending_review
stage01_al_0066,ml\data\raw\realwaste\Plastic\Plastic_83.jpg,realwaste,plastic,plastic,cardboard,0.7111096978187561,3.109668254852295,-3.450596809387207,0.4569458067417145,false,medium_uncertainty,confident_wrong_candidate,508,,,,,pending_review
stage01_al_0067,ml\data\raw\realwaste\Plastic\Plastic_751.jpg,realwaste,plastic,plastic,metal,0.7170332074165344,2.367166042327881,-2.699799060821533,0.5410780012607574,false,medium_uncertainty,confident_wrong_candidate,518,,,,,pending_review
stage01_al_0068,ml\data\raw\realwaste\Plastic\Plastic_335.jpg,realwaste,plastic,plastic,cardboard,0.720816433429718,1.808720588684082,-2.1360912322998047,0.6148067638278008,false,medium_uncertainty,confident_wrong_candidate,526,,,,,pending_review
stage01_al_0069,ml\data\raw\realwaste\Plastic\Plastic_805.jpg,realwaste,plastic,plastic,metal,0.7250679731369019,2.5139973163604736,-2.835487127304077,0.4908270090818405,false,medium_uncertainty,confident_wrong_candidate,532,,,,,pending_review
stage01_al_0070,ml\data\raw\realwaste\Plastic\Plastic_391.jpg,realwaste,plastic,plastic,metal,0.7297929525375366,2.4435367584228516,-2.758531093597412,0.5667432695627213,false,medium_uncertainty,confident_wrong_candidate,542,,,,,pending_review
stage01_al_0071,ml\data\raw\realwaste\Plastic\Plastic_425.jpg,realwaste,plastic,plastic,metal,0.7298346757888794,2.281290054321289,-2.5962274074554443,0.5159110277891159,false,medium_uncertainty,confident_wrong_candidate,543,,,,,pending_review
stage01_al_0072,ml\data\raw\realwaste\Plastic\Plastic_761.jpg,realwaste,plastic,plastic,cardboard,0.7309069037437439,3.330148220062256,-3.6436173915863037,0.4675886332988739,false,medium_uncertainty,confident_wrong_candidate,544,,,,,pending_review
stage01_al_0073,ml\data\raw\realwaste\Plastic\Plastic_633.jpg,realwaste,plastic,plastic,cardboard,0.7310115694999695,2.62908673286438,-2.9424126148223877,0.5981809496879578,false,medium_uncertainty,confident_wrong_candidate,545,,,,,pending_review
stage01_al_0074,ml\data\raw\realwaste\Plastic\Plastic_620.jpg,realwaste,plastic,plastic,cardboard,0.7337246537208557,4.631707668304443,-4.941329002380371,0.46913695335388184,false,medium_uncertainty,confident_wrong_candidate,549,,,,,pending_review
stage01_al_0075,ml\data\raw\realwaste\Plastic\Plastic_664.jpg,realwaste,plastic,plastic,cardboard,0.7362643480300903,3.873769998550415,-4.179935932159424,0.4752660393714905,false,medium_uncertainty,confident_wrong_candidate,551,,,,,pending_review
stage01_al_0076,ml\data\raw\realwaste\Plastic\Plastic_389.jpg,realwaste,plastic,plastic,paper,0.7372703552246094,2.9765126705169678,-3.281313419342041,0.5339714586734772,false,medium_uncertainty,confident_wrong_candidate,553,,,,,pending_review
stage01_al_0077,ml\data\raw\realwaste\Plastic\Plastic_892.jpg,realwaste,plastic,plastic,cardboard,0.7373721599578857,2.554717779159546,-2.8593802452087402,0.5518433302640915,false,medium_uncertainty,confident_wrong_candidate,554,,,,,pending_review
stage01_al_0078,ml\data\raw\realwaste\Plastic\Plastic_164.jpg,realwaste,plastic,plastic,cardboard,0.7381100058555603,3.7704200744628906,-4.074082374572754,0.4808940291404724,false,medium_uncertainty,confident_wrong_candidate,557,,,,,pending_review
stage01_al_0079,ml\data\raw\realwaste\Plastic\Plastic_448.jpg,realwaste,plastic,plastic,metal,0.7383867502212524,4.461446762084961,-4.764734268188477,0.4783848226070404,false,medium_uncertainty,confident_wrong_candidate,558,,,,,pending_review
stage01_al_0080,ml\data\raw\realwaste\Plastic\Plastic_316.jpg,realwaste,plastic,plastic,metal,0.7383921146392822,2.695204257965088,-2.9984846115112305,0.5696450471878052,false,medium_uncertainty,confident_wrong_candidate,559,,,,,pending_review
stage01_al_0081,ml\data\raw\realwaste\Plastic\Plastic_65.jpg,realwaste,plastic,plastic,metal,0.7385334372520447,2.482767343521118,-2.785856246948242,0.5335300415754318,false,medium_uncertainty,confident_wrong_candidate,560,,,,,pending_review
stage01_al_0082,ml\data\raw\realwaste\Plastic\Plastic_910.jpg,realwaste,plastic,plastic,cardboard,0.7386162281036377,2.073651075363159,-2.3766279220581055,0.5779275894165039,false,medium_uncertainty,confident_wrong_candidate,561,,,,,pending_review
stage01_al_0083,ml\data\raw\realwaste\Metal\Metal_95.jpg,realwaste,metal,metal,cardboard,0.7421024441719055,3.0151050090789795,-3.31337308883667,0.5092517733573914,false,medium_uncertainty,confident_wrong_candidate,564,,,,,pending_review
stage01_al_0084,ml\data\raw\realwaste\Metal\Metal_377.jpg,realwaste,metal,metal,cardboard,0.7422314882278442,3.253214120864868,-3.5513081550598145,0.4979113042354584,false,medium_uncertainty,confident_wrong_candidate,565,,,,,pending_review
stage01_al_0085,ml\data\raw\realwaste\Glass\Glass_297.jpg,realwaste,glass,glass,cardboard,0.7441677451133728,3.240074872970581,-3.5355637073516846,0.5022078901529312,false,medium_uncertainty,confident_wrong_candidate,568,,,,,pending_review
stage01_al_0086,ml\data\raw\realwaste\Plastic\Plastic_511.jpg,realwaste,plastic,plastic,cardboard,0.7445500493049622,2.0782434940338135,-2.3732187747955322,0.5446192026138306,false,medium_uncertainty,confident_wrong_candidate,569,,,,,pending_review
stage01_al_0087,ml\data\raw\realwaste\Plastic\Plastic_54.jpg,realwaste,plastic,plastic,cardboard,0.7449844479560852,3.125800848007202,-3.4201927185058594,0.5190157294273376,false,medium_uncertainty,confident_wrong_candidate,570,,,,,pending_review
stage01_al_0088,ml\data\raw\realwaste\Plastic\Plastic_463.jpg,realwaste,plastic,plastic,cardboard,0.7452560663223267,2.601116895675659,-2.895144462585449,0.540024608373642,false,medium_uncertainty,confident_wrong_candidate,572,,,,,pending_review
stage01_al_0089,ml\data\raw\realwaste\Paper\Paper_441.jpg,realwaste,paper,paper,cardboard,0.7455726861953735,3.0215494632720947,-3.315152168273926,0.5161509662866592,false,medium_uncertainty,confident_wrong_candidate,573,,,,,pending_review
stage01_al_0090,ml\data\raw\realwaste\Glass\Glass_61.jpg,realwaste,glass,glass,metal,0.7456764578819275,2.100522518157959,-2.3939859867095947,0.5636473149061203,false,medium_uncertainty,confident_wrong_candidate,574,,,,,pending_review
stage01_al_0091,ml\data\raw\realwaste\Plastic\Plastic_890.jpg,realwaste,plastic,plastic,cardboard,0.7461702227592468,3.1454951763153076,-3.4382967948913574,0.590720608830452,false,medium_uncertainty,confident_wrong_candidate,575,,,,,pending_review
stage01_al_0092,ml\data\raw\realwaste\Plastic\Plastic_280.jpg,realwaste,plastic,plastic,metal,0.7463506460189819,2.58483624458313,-2.8773961067199707,0.5543234050273895,false,medium_uncertainty,confident_wrong_candidate,576,,,,,pending_review
stage01_al_0093,ml\data\raw\realwaste\Plastic\Plastic_873.jpg,realwaste,plastic,plastic,metal,0.7469213604927063,3.22213077545166,-3.5139260292053223,0.5146597176790237,false,medium_uncertainty,confident_wrong_candidate,577,,,,,pending_review
stage01_al_0094,ml\data\raw\realwaste\Metal\Metal_608.jpg,realwaste,metal,metal,cardboard,0.74847412109375,4.473861217498779,-4.763579845428467,0.49874262511730194,false,medium_uncertainty,confident_wrong_candidate,579,,,,,pending_review
stage01_al_0095,ml\data\raw\realwaste\Glass\Glass_193.jpg,realwaste,glass,glass,plastic,0.749765157699585,4.003262519836426,-4.291257858276367,0.5054484158754349,false,medium_uncertainty,confident_wrong_candidate,580,,,,,pending_review
stage01_al_0096,ml\data\raw\realwaste\Metal\Metal_745.jpg,realwaste,metal,metal,cardboard,0.7500426769256592,2.397963285446167,-2.6855883598327637,0.5781012773513794,false,medium_uncertainty,confident_wrong_candidate,581,,,,,pending_review
stage01_al_0097,ml\data\raw\realwaste\Glass\Glass_342.jpg,realwaste,glass,glass,cardboard,0.7501897811889648,3.213365316390991,-3.5007944107055664,0.5104025304317474,false,medium_uncertainty,confident_wrong_candidate,582,,,,,pending_review
stage01_al_0098,ml\data\raw\realwaste\Metal\Metal_514.jpg,realwaste,metal,metal,cardboard,0.7526187300682068,3.8474032878875732,-4.1315999031066895,0.5341786742210388,false,medium_uncertainty,confident_wrong_candidate,585,,,,,pending_review
stage01_al_0099,ml\data\raw\realwaste\Metal\Metal_549.jpg,realwaste,metal,metal,cardboard,0.7526294589042664,2.3256895542144775,-2.6098718643188477,0.5643222779035568,false,medium_uncertainty,confident_wrong_candidate,586,,,,,pending_review
stage01_al_0100,ml\data\raw\realwaste\Glass\Glass_310.jpg,realwaste,glass,glass,cardboard,0.753172755241394,2.4041314125061035,-2.687592029571533,0.5872210413217545,false,medium_uncertainty,confident_wrong_candidate,587,,,,,pending_review
