sample_id,source_dataset,source_split,image_path,original_label,fine_label,coarse_label,is_known,usage,license_notes,mapping_role,mapping_notes
realwaste_cardboard_000028,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_123.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000029,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_124.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000031,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_126.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000032,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_127.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000033,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_128.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000034,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_129.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000035,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_13.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000036,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_130.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000037,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_131.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000038,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_132.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000040,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_134.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000041,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_135.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000043,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_137.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000044,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_138.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000045,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_139.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000046,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_14.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000047,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_140.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000048,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_141.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000049,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_142.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000050,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_143.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000053,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_146.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000055,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_148.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000056,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_149.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000060,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_152.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000061,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_153.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000062,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_154.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000064,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_156.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000066,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_158.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000067,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_159.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000068,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_16.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000069,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_160.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000070,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_161.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000072,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_163.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000073,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_164.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000074,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_165.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000075,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_166.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000076,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_167.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000078,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_169.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000079,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_17.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000082,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_172.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000083,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_173.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000086,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_176.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000087,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_177.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000088,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_178.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000089,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_179.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000090,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_18.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000091,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_180.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000092,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_181.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000093,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_182.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000094,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_183.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000096,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_185.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000098,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_187.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000099,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_188.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000100,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_189.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000102,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_190.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000103,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_191.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000104,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_192.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000105,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_193.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000107,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_195.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000108,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_196.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000109,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_197.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000110,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_198.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000113,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_20.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000115,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_201.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000116,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_202.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000117,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_203.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000120,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_206.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000122,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_208.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000123,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_209.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000124,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_21.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000125,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_210.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000126,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_211.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000127,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_212.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000129,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_214.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000130,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_215.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000131,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_216.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000132,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_217.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000133,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_218.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000135,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_22.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000136,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_220.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000137,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_221.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000138,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_222.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000139,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_223.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000140,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_224.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000141,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_225.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000142,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_226.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000143,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_227.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000144,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_228.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000145,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_229.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000146,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_23.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000147,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_230.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000149,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_232.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000150,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_233.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000153,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_236.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000154,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_237.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000155,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_238.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000156,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_239.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000158,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_240.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000161,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_243.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000162,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_244.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000163,realwaste,train,ml/data/raw/realwaste/Cardboard/Cardboard_245.jpg,Cardboard,paper_cardboard,recyclable,True,known_train,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
