sample_id,source_dataset,source_split,image_path,original_label,fine_label,coarse_label,is_known,usage,license_notes,mapping_role,mapping_notes
realwaste_cardboard_000077,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_168.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000080,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_170.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000081,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_171.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000095,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_184.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000097,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_186.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000101,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_19.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000114,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_200.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000119,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_205.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000121,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_207.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000157,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_24.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000159,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_241.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000160,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_242.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000173,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_254.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000182,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_262.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000190,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_27.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000204,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_282.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000205,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_283.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000206,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_284.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000218,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_295.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000245,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_319.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000256,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_329.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000258,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_330.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000261,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_333.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000263,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_335.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000264,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_336.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000285,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_355.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000287,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_357.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000296,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_365.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000299,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_368.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000318,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_385.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000326,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_392.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000327,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_393.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000331,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_397.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000343,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_407.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000348,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_411.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000356,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_419.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000362,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_424.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000376,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_437.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000383,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_443.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000386,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_446.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000411,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_53.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000415,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_57.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000417,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_59.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000437,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_77.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000443,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_82.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000444,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_83.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000445,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_84.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_cardboard_000459,realwaste,test,ml/data/raw/realwaste/Cardboard/Cardboard_97.jpg,Cardboard,paper_cardboard,recyclable,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to paper_cardboard.
realwaste_food_organics_000005,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_102.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000008,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_105.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000012,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_109.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000013,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_11.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000014,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_110.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000019,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_115.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000020,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_116.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000022,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_118.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000036,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_130.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000037,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_131.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000039,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_133.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000050,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_143.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000060,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_152.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000061,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_153.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000064,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_156.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000082,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_172.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000086,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_176.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000092,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_181.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000096,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_185.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000101,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_19.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000103,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_191.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000106,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_194.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000109,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_197.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000120,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_206.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000121,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_207.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000124,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_21.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000134,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_219.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000140,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_224.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000143,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_227.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000144,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_228.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000156,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_239.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000157,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_24.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000165,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_247.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000185,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_265.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000191,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_270.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000192,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_271.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000193,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_272.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000196,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_275.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000211,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_289.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000216,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_293.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000235,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_31.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000241,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_315.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000252,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_325.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000260,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_332.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000271,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_342.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000284,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_354.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000296,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_365.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000299,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_368.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000304,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_372.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000307,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_375.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000312,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_38.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000318,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_385.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000325,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_391.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000331,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_397.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000332,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_398.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000334,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_4.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000336,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_400.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000342,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_406.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000346,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_41.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000347,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_410.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000355,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_48.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000357,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_5.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000359,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_51.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000367,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_59.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000377,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_68.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000379,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_7.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000382,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_72.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
realwaste_food_organics_000387,realwaste,test,ml/data/raw/realwaste/Food Organics/Food Organics_77.jpg,Food Organics,organic,organic,True,known_test,CC BY-NC-SA 4.0,known_train_candidate,Clear mapping to organic.
