sample_id,source_dataset,source_split,image_path,original_label,fine_label,coarse_label,is_known,usage,license_notes
trashnet_000018,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard114.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000019,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard115.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000020,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard116.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000023,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard119.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000024,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard12.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000025,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard120.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000026,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard121.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000027,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard122.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000029,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard124.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000030,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard125.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000031,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard126.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000032,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard127.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000034,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard129.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000036,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard130.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000037,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard131.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000038,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard132.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000039,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard133.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000040,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard134.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000042,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard136.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000043,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard137.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000045,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard139.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000046,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard14.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000047,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard140.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000052,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard145.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000056,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard149.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000057,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard15.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000058,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard150.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000060,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard152.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000061,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard153.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000064,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard156.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000066,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard158.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000067,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard159.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000068,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard16.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000069,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard160.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000070,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard161.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000071,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard162.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000073,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard164.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000074,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard165.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000075,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard166.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000076,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard167.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000077,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard168.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000078,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard169.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000079,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard17.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000080,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard170.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000082,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard172.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000083,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard173.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000084,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard174.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000085,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard175.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000086,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard176.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000087,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard177.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000090,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard18.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000091,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard180.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000093,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard182.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000094,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard183.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000095,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard184.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000096,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard185.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000097,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard186.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000098,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard187.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000102,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard190.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000104,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard192.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000105,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard193.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000108,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard196.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000109,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard197.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000110,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard198.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000111,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard199.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000112,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard2.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000113,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard20.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000114,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard200.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000115,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard201.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000116,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard202.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000117,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard203.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000118,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard204.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000119,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard205.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000120,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard206.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000121,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard207.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000123,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard209.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000124,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard21.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000125,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard210.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000126,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard211.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000127,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard212.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000128,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard213.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000130,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard215.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000132,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard217.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000133,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard218.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000134,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard219.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000137,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard221.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000138,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard222.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000140,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard224.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000141,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard225.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000142,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard226.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000143,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard227.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000144,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard228.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000145,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard229.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000146,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard23.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000147,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard230.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000148,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard231.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000149,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard232.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000151,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard234.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000153,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard236.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000154,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard237.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000155,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard238.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000156,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard239.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000158,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard240.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000159,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard241.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000160,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard242.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000164,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard246.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000165,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard247.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000166,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard248.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000168,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard25.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000169,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard250.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000171,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard252.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000173,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard254.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000174,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard255.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000176,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard257.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000177,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard258.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000178,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard259.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000179,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard26.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000180,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard260.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000181,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard261.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000182,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard262.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000183,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard263.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000184,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard264.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000185,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard265.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000186,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard266.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000187,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard267.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000193,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard272.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000194,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard273.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000195,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard274.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000196,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard275.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000197,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard276.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000198,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard277.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
trashnet_000199,trashnet,train,ml/data/raw/trashnet/dataset-resized/cardboard/cardboard278.jpg,cardboard,paper_cardboard,recyclable,true,known_train,TrashNet dataset. Cite original TrashNet repository.
