source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes
trashnet,ml/data/raw/trashnet/trash/trash130.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash131.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash132.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash133.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash134.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash135.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash136.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash137.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash14.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash15.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash16.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash17.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash18.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash19.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash2.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash20.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash21.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash22.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash23.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash24.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash25.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash26.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash27.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash28.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash29.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash3.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash30.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash31.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash32.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash33.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash34.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash35.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash36.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash37.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash38.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash39.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash4.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash40.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash41.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash42.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash43.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash44.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash45.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash46.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash47.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash48.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash49.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash5.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash50.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash51.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash52.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash53.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash54.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash55.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash56.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash57.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash58.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash59.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash6.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash60.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash61.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash62.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash63.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash64.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash65.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash66.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash67.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash68.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash69.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash7.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash70.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash71.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash72.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash73.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash74.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash75.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash76.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash77.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash78.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash79.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash8.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash80.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash81.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash82.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash83.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash84.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash85.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash86.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash87.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash88.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash89.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash9.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash90.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash91.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash92.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash93.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash94.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash95.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash96.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash97.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash98.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
trashnet,ml/data/raw/trashnet/trash/trash99.jpg,trash,excluded,exclude,false,Excluded because trash/residual is mixed and confusing
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_1.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_10.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_100.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_101.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_102.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_103.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_104.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_105.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_106.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_107.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_108.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_109.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_11.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_110.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_111.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_112.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_113.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_114.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_115.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_116.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_117.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_118.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_119.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_12.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_120.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_121.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_122.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_123.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_124.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_125.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_126.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_127.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_128.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_129.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_13.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_130.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_131.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_132.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_133.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_134.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_135.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_136.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_137.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_138.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_139.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_14.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_140.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_141.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_142.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_143.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_144.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_145.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_146.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_147.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_148.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_149.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_15.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_150.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_151.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_152.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_153.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_154.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_155.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_156.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_157.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_158.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_159.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_16.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_160.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_161.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
realwaste,ml/data/raw/realwaste/Miscellaneous Trash/Miscellaneous Trash_162.jpg,miscellaneous trash,excluded,exclude,false,Excluded because mixed/residual class
