source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes
trashnet,ml/data/raw/trashnet/cardboard/cardboard152.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard153.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard154.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard155.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard156.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard157.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard158.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard159.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard16.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard160.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard161.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard162.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard163.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard164.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard165.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard166.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard167.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard168.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard169.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard17.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard170.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard171.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard172.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard173.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard174.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard175.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard176.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard177.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard178.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard179.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard18.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard180.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard181.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard182.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard183.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard184.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard185.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard186.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard187.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard188.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard189.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard19.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard190.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard191.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard192.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard193.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard194.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard195.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard196.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard197.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard198.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard199.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard2.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard20.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard200.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard201.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard202.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard203.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard204.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard205.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard206.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard207.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard208.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard209.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard21.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard210.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard211.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard212.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard213.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard214.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard215.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard216.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard217.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard218.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard219.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard22.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard220.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard221.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard222.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard223.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard224.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard225.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard226.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard227.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard228.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard229.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard23.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard230.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard231.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard232.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard233.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard234.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard235.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard236.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard237.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard238.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard239.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard24.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard240.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard241.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard242.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard243.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard244.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard245.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard246.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard247.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard248.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard249.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard25.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard250.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard251.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard252.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard253.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard254.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard255.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard256.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard257.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard258.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard259.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard26.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard260.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard261.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard262.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard263.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard264.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard265.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard266.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard267.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard268.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard269.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard27.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard270.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard271.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard272.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard273.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard274.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard275.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard276.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard277.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard278.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard279.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard28.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard280.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard281.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard282.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard283.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard284.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard285.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard286.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard287.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard288.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard289.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard29.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard290.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard291.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard292.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard293.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard294.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard295.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard296.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard297.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard298.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard299.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard3.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard30.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard300.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard301.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard302.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard303.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard304.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard305.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard306.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard307.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard308.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard309.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard31.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard310.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard311.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard312.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard313.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard314.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard315.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard316.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard317.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard318.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard319.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard32.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard320.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard321.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard322.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard323.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard324.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard325.jpg,cardboard,cardboard,known,true,Known 5-class label
trashnet,ml/data/raw/trashnet/cardboard/cardboard326.jpg,cardboard,cardboard,known,true,Known 5-class label
